teste;name;type;Str;Dex;Int;Faith;Luck;Physical;Magic;Fire;Lightning;Dark
;Blacksmith Hammer;Hammer;82.6;0;0;0;0;210;0;0;0;0
;Heavy Blacksmith Hammer;Hammer;112.1;0;0;0;0;194.25;0;0;0;0
;Sharp Blacksmith Hammer;Hammer;12.1;98.4;0;0;0;194.25;0;0;0;0
;Refined Blacksmith Hammer;Hammer;58.75;58.75;0;0;0;194.25;0;0;0;0
;Simple Blacksmith Hammer;Hammer;76.7;0;82.6;0;0;105;120.75;0;0;0
;Crystal Blacksmith Hammer;Hammer;59;0;97.35;0;0;99.75;136.5;0;0;0
;Fire Blacksmith Hammer;Hammer;0;0;0;0;0;173.25;0;173.25;0;0
;Chaos Blacksmith Hammer;Hammer;70.8;0;64.9;64.9;0;105;0;136.5;0;0
;Lightning Blacksmith Hammer;Hammer;59;0;0;97.35;0;99.75;0;0;136.5;0
;Deep Blacksmith Hammer;Hammer;0;0;0;0;0;173.25;0;0;0;173.25
;Dark Blacksmith Hammer;Hammer;70.8;0;64.9;64.9;0;105;0;0;0;136.5
;Poison Blacksmith Hammer;Hammer;82.6;0;0;0;0;162.75;0;0;0;0
;Blood Blacksmith Hammer;Hammer;82.6;0;0;0;0;162.75;0;0;0;0
;Raw Blacksmith Hammer;Hammer;0;0;0;0;0;262.5;0;0;0;0
;Blessed Blacksmith Hammer;Hammer;64.9;0;0;76.7;0;136.5;0;0;0;0
;Hollow Blacksmith Hammer;Hammer;82.6;0;0;0;18;199.5;0;0;0;0
;Morne's Great Hammer;Great Hammer;65.8;0;0;30.8;0;348;0;0;0;0
;Spiked Mace;Great Hammer;84;0;0;0;0;298;0;0;0;0
;Heavy Spiked Mace;Great Hammer;114;0;0;0;0;275.65;0;0;0;0
;Sharp Spiked Mace;Great Hammer;13.2;100.8;0;0;0;275.65;0;0;0;0
;Refined Spiked Mace;Great Hammer;60;60;0;0;0;275.65;0;0;0;0
;Simple Spiked Mace;Great Hammer;78;0;84;0;0;139;159.85;0;0;0
;Crystal Spiked Mace;Great Hammer;60;0;99;0;0;132.05;180.7;0;0;0
;Fire Spiked Mace;Great Hammer;0;0;0;0;0;229.35;0;229.35;0;0
;Chaos Spiked Mace;Great Hammer;72;0;66;66;0;139;0;180.7;0;0
;Lightning Spiked Mace;Great Hammer;60;0;0;99;0;132.05;0;0;180.7;0
;Deep Spiked Mace;Great Hammer;0;0;0;0;0;229.35;0;0;0;229.35
;Dark Spiked Mace;Great Hammer;72;0;66;66;0;139;0;0;0;180.7
;Poison Spiked Mace;Great Hammer;84;0;0;0;0;230.95;0;0;0;0
;Blood Spiked Mace;Great Hammer;84;0;0;0;0;230.95;0;0;0;0
;Raw Spiked Mace;Great Hammer;0;0;0;0;0;372.5;0;0;0;0
;Blessed Spiked Mace;Great Hammer;66;0;0;78;0;180.7;0;0;0;0
;Hollow Spiked Mace;Great Hammer;84;0;0;0;18;283.1;0;0;0;0
;Spear;Spear;42;71.4;0;0;0;208;0;0;0;0
;Heavy Spear;Spear;92.4;0;0;0;0;192.4;0;0;0;0
;Sharp Spear;Spear;20.9;94.5;0;0;0;192.4;0;0;0;0
;Refined Spear;Spear;80;80;0;0;0;187.2;0;0;0;0
;Simple Spear;Spear;39;66.3;113.4;0;0;104;119.6;0;0;0
;Crystal Spear;Spear;30;51;133.65;0;0;98.8;135.2;0;0;0
;Fire Spear;Spear;0;0;0;0;0;171.6;0;171.6;0;0
;Chaos Spear;Spear;36;61.2;89.1;89.1;0;104;0;135.2;0;0
;Lightning Spear;Spear;30;51;0;133.65;0;98.8;0;0;135.2;0
;Deep Spear;Spear;0;0;0;0;0;171.6;0;0;0;171.6
;Dark Spear;Spear;36;61.2;89.1;89.1;0;104;0;0;0;135.2
;Poison Spear;Spear;42;71.4;0;0;0;161.2;0;0;0;0
;Blood Spear;Spear;42;71.4;0;0;0;161.2;0;0;0;0
;Raw Spear;Spear;0;0;0;0;0;260;0;0;0;0
;Blessed Spear;Spear;33;56.1;0;105.3;0;135.2;0;0;0;0
;Hollow Spear;Spear;42;71.4;0;0;36;197.6;0;0;0;0
;Winged Spear;Spear;56;84;0;0;0;190;0;0;0;0
;Heavy Winged Spear;Spear;115.5;0;0;0;0;175.75;0;0;0;0
;Sharp Winged Spear;Spear;28.6;113.4;0;0;0;175.75;0;0;0;0
;Refined Winged Spear;Spear;96;96;0;0;0;171;0;0;0;0
;Simple Winged Spear;Spear;52;78;140;0;0;95;109.25;0;0;0
;Crystal Winged Spear;Spear;40;60;165;0;0;90.25;123.5;0;0;0
;Fire Winged Spear;Spear;0;0;0;0;0;156.75;0;156.75;0;0
;Chaos Winged Spear;Spear;48;72;110;110;0;95;0;123.5;0;0
;Lightning Winged Spear;Spear;40;60;0;165;0;90.25;0;0;123.5;0
;Deep Winged Spear;Spear;0;0;0;0;0;156.75;0;0;0;156.75
;Dark Winged Spear;Spear;48;72;110;110;0;95;0;0;0;123.5
;Poison Winged Spear;Spear;56;84;0;0;0;147.25;0;0;0;0
;Blood Winged Spear;Spear;56;84;0;0;0;147.25;0;0;0;0
;Raw Winged Spear;Spear;0;0;0;0;0;237.5;0;0;0;0
;Blessed Winged Spear;Spear;44;66;0;130;0;123.5;0;0;0;0
;Hollow Winged Spear;Spear;56;84;0;0;45;180.5;0;0;0;0
;Partizan;Spear;49;64.4;0;0;0;216;0;0;0;0
;Heavy Partizan;Spear;92.4;0;0;0;0;199.8;0;0;0;0
;Sharp Partizan;Spear;24.2;86.1;0;0;0;199.8;0;0;0;0
;Refined Partizan;Spear;80;80;0;0;0;194.4;0;0;0;0
;Simple Partizan;Spear;45.5;59.8;113.4;0;0;108;124.2;0;0;0
;Crystal Partizan;Spear;35;46;133.65;0;0;102.6;140.4;0;0;0
;Fire Partizan;Spear;0;0;0;0;0;178.2;0;178.2;0;0
;Chaos Partizan;Spear;42;55.2;89.1;89.1;0;108;0;140.4;0;0
;Lightning Partizan;Spear;35;46;0;133.65;0;102.6;0;0;140.4;0
;Deep Partizan;Spear;0;0;0;0;0;178.2;0;0;0;178.2
;Dark Partizan;Spear;42;55.2;89.1;89.1;0;108;0;0;0;140.4
;Poison Partizan;Spear;49;64.4;0;0;0;167.4;0;0;0;0
;Blood Partizan;Spear;49;64.4;0;0;0;167.4;0;0;0;0
;Raw Partizan;Spear;0;0;0;0;0;270;0;0;0;0
;Blessed Partizan;Spear;38.5;50.6;0;105.3;0;140.4;0;0;0;0
;Hollow Partizan;Spear;49;64.4;0;0;36;205.2;0;0;0;0
;Greatlance;Pike;57.4;42;0;0;0;258;0;0;0;0
;Heavy Greatlance;Pike;86.1;0;0;0;0;238.65;0;0;0;0
;Sharp Greatlance;Pike;45.1;72;0;0;0;238.65;0;0;0;0
;Refined Greatlance;Pike;72;72;0;0;0;225.75;0;0;0;0
;Simple Greatlance;Pike;53.3;39;99.4;0;0;119;136.85;0;0;0
;Crystal Greatlance;Pike;41;30;117.15;0;0;113.05;154.7;0;0;0
;Fire Greatlance;Pike;0;0;0;0;0;196.35;0;196.35;0;0
;Chaos Greatlance;Pike;49.2;36;78.1;78.1;0;119;0;154.7;0;0
;Lightning Greatlance;Pike;41;30;0;117.15;0;113.05;0;0;154.7;0
;Deep Greatlance;Pike;0;0;0;0;0;196.35;0;0;0;196.35
;Dark Greatlance;Pike;49.2;36;78.1;78.1;0;119;0;0;0;154.7
;Poison Greatlance;Pike;57.4;42;0;0;0;199.95;0;0;0;0
;Blood Greatlance;Pike;57.4;42;0;0;0;199.95;0;0;0;0
;Raw Greatlance;Pike;0;0;0;0;0;322.5;0;0;0;0
;Blessed Greatlance;Pike;45.1;33;0;92.3;0;154.7;0;0;0;0
;Hollow Greatlance;Pike;57.4;42;0;0;33;245.1;0;0;0;0
;Lothric Knight Long Spear;Pike;43.4;70;0;0;0;224;0;0;0;0
;Heavy Lothric Knight Long Spear;Pike;92.4;0;0;0;0;207.2;0;0;0;0
;Sharp Lothric Knight Long Spear;Pike;22;94.5;0;0;0;207.2;0;0;0;0
;Refined Lothric Knight Long Spear;Pike;80;80;0;0;0;201.6;0;0;0;0
;Simple Lothric Knight Long Spear;Pike;40.3;65;113.4;0;0;107;123.05;0;0;0
;Crystal Lothric Knight Long Spear;Pike;31;50;133.65;0;0;101.65;139.1;0;0;0
;Fire Lothric Knight Long Spear;Pike;0;0;0;0;0;176.55;0;176.55;0;0
;Chaos Lothric Knight Long Spear;Pike;37.2;60;89.1;89.1;0;107;0;139.1;0;0
;Lightning Lothric Knight Long Spear;Pike;31;50;0;133.65;0;101.65;0;0;139.1;0
;Deep Lothric Knight Long Spear;Pike;0;0;0;0;0;176.55;0;0;0;176.55
;Dark Lothric Knight Long Spear;Pike;37.2;60;89.1;89.1;0;107;0;0;0;139.1
;Poison Lothric Knight Long Spear;Pike;43.4;70;0;0;0;173.6;0;0;0;0
;Blood Lothric Knight Long Spear;Pike;43.4;70;0;0;0;173.6;0;0;0;0
;Raw Lothric Knight Long Spear;Pike;0;0;0;0;0;280;0;0;0;0
;Blessed Lothric Knight Long Spear;Pike;34.1;55;0;105.3;0;139.1;0;0;0;0
;Hollow Lothric Knight Long Spear;Pike;43.4;70;0;0;37.5;212.8;0;0;0;0
;Four-Pronged Plow;Spear;47.6;65.8;0;0;0;210;0;0;0;0
;Heavy Four-Pronged Plow;Spear;92.4;0;0;0;0;194.25;0;0;0;0
;Sharp Four-Pronged Plow;Spear;24.2;88.2;0;0;0;194.25;0;0;0;0
;Refined Four-Pronged Plow;Spear;80;80;0;0;0;189;0;0;0;0
;Simple Four-Pronged Plow;Spear;44.2;61.1;113.4;0;0;105;120.75;0;0;0
;Crystal Four-Pronged Plow;Spear;34;47;133.65;0;0;99.75;136.5;0;0;0
;Fire Four-Pronged Plow;Spear;0;0;0;0;0;173.25;0;173.25;0;0
;Chaos Four-Pronged Plow;Spear;40.8;56.4;89.1;89.1;0;105;0;136.5;0;0
;Lightning Four-Pronged Plow;Spear;34;47;0;133.65;0;99.75;0;0;136.5;0
;Deep Four-Pronged Plow;Spear;0;0;0;0;0;173.25;0;0;0;173.25
;Dark Four-Pronged Plow;Spear;40.8;56.4;89.1;89.1;0;105;0;0;0;136.5
;Poison Four-Pronged Plow;Spear;47.6;65.8;0;0;0;162.75;0;0;0;0
;Blood Four-Pronged Plow;Spear;47.6;65.8;0;0;0;162.75;0;0;0;0
;Raw Four-Pronged Plow;Spear;0;0;0;0;0;262.5;0;0;0;0
;Blessed Four-Pronged Plow;Spear;37.4;51.7;0;105.3;0;136.5;0;0;0;0
;Hollow Four-Pronged Plow;Spear;47.6;65.8;0;0;36;199.5;0;0;0;0
;Gargoyle Flame Spear;Spear;28;49;28;28;0;206;0;180;0;0
;Rotten Ghru Spear;Spear;47.6;65.8;0;0;0;208;0;0;0;0
;Heavy Rotten Ghru Spear;Spear;92.4;0;0;0;0;192.4;0;0;0;0
;Sharp Rotten Ghru Spear;Spear;24.2;88.2;0;0;0;192.4;0;0;0;0
;Refined Rotten Ghru Spear;Spear;80;80;0;0;0;187.2;0;0;0;0
;Simple Rotten Ghru Spear;Spear;44.2;61.1;113.4;0;0;104;119.6;0;0;0
;Crystal Rotten Ghru Spear;Spear;34;47;133.65;0;0;98.8;135.2;0;0;0
;Fire Rotten Ghru Spear;Spear;0;0;0;0;0;171.6;0;171.6;0;0
;Chaos Rotten Ghru Spear;Spear;40.8;56.4;89.1;89.1;0;104;0;135.2;0;0
;Lightning Rotten Ghru Spear;Spear;34;47;0;133.65;0;98.8;0;0;135.2;0
;Deep Rotten Ghru Spear;Spear;0;0;0;0;0;171.6;0;0;0;171.6
;Dark Rotten Ghru Spear;Spear;40.8;56.4;89.1;89.1;0;104;0;0;0;135.2
;Poison Rotten Ghru Spear;Spear;47.6;65.8;0;0;0;161.2;0;0;0;0
;Blood Rotten Ghru Spear;Spear;47.6;65.8;0;0;0;161.2;0;0;0;0
;Raw Rotten Ghru Spear;Spear;0;0;0;0;0;260;0;0;0;0
;Blessed Rotten Ghru Spear;Spear;37.4;51.7;0;105.3;0;135.2;0;0;0;0
;Hollow Rotten Ghru Spear;Spear;47.6;65.8;0;0;34.5;197.6;0;0;0;0
;Tailbone Spear;Spear;28;57.4;0;0;0;216;0;0;0;0
;Soldering Iron;Spear;33.6;58.8;0;0;0;78;0;192;0;0
;Dragonslayer Swordspear;Spear;43.4;68.6;0;57.4;0;234;0;0;62;0
;Arstor's Spear;Spear;29.4;82.6;0;0;0;216;0;0;0;0
;Saint Bident;Spear;21;28;0;49;0;196;0;0;0;0
;Heavy Saint Bident;Spear;63;0;0;49;0;181.3;0;0;0;0
;Sharp Saint Bident;Spear;16.5;48;0;49;0;181.3;0;0;0;0
;Refined Saint Bident;Spear;43.2;43.2;0;49;0;176.4;0;0;0;0
;Simple Saint Bident;Spear;19.5;26;49;49;0;98;112.7;0;0;0
;Crystal Saint Bident;Spear;15;20;57.75;57.75;0;93.1;127.4;0;0;0
;Fire Saint Bident;Spear;0;0;0;0;0;161.7;0;161.7;0;0
;Chaos Saint Bident;Spear;18;24;38.5;38.5;0;98;0;127.4;0;0
;Lightning Saint Bident;Spear;15;20;0;57.75;0;93.1;0;0;127.4;0
;Deep Saint Bident;Spear;0;0;0;0;0;161.7;0;0;0;161.7
;Dark Saint Bident;Spear;18;24;38.5;38.5;0;98;0;0;0;127.4
;Poison Saint Bident;Spear;21;28;0;49;0;151.9;0;0;0;0
;Blood Saint Bident;Spear;21;28;0;49;0;151.9;0;0;0;0
;Raw Saint Bident;Spear;0;0;0;0;0;245;0;0;0;0
;Blessed Saint Bident;Spear;16.5;22;0;45.5;0;127.4;0;0;0;0
;Hollow Saint Bident;Spear;21;28;0;49;15;186.2;0;0;0;0
;Yorshka's Spear;Spear;56;78.4;0;0;0;172;0;0;0;0
;Pike;Pike;40.6;72.8;0;0;0;210;0;0;0;0
;Heavy Pike;Pike;92.4;0;0;0;0;194.25;0;0;0;0
;Sharp Pike;Pike;19.8;96.6;0;0;0;194.25;0;0;0;0
;Refined Pike;Pike;80;80;0;0;0;189;0;0;0;0
;Simple Pike;Pike;37.7;67.6;113.4;0;0;105;120.75;0;0;0
;Crystal Pike;Pike;29;52;133.65;0;0;99.75;136.5;0;0;0
;Fire Pike;Pike;0;0;0;0;0;173.25;0;173.25;0;0
;Chaos Pike;Pike;34.8;62.4;89.1;89.1;0;105;0;136.5;0;0
;Lightning Pike;Pike;29;52;0;133.65;0;99.75;0;0;136.5;0
;Deep Pike;Pike;0;0;0;0;0;173.25;0;0;0;173.25
;Dark Pike;Pike;34.8;62.4;89.1;89.1;0;105;0;0;0;136.5
;Poison Pike;Pike;40.6;72.8;0;0;0;162.75;0;0;0;0
;Blood Pike;Pike;40.6;72.8;0;0;0;162.75;0;0;0;0
;Raw Pike;Pike;0;0;0;0;0;262.5;0;0;0;0
;Blessed Pike;Pike;31.9;57.2;0;105.3;0;136.5;0;0;0;0
;Hollow Pike;Pike;40.6;72.8;0;0;34.5;199.5;0;0;0;0
;Dragonslayer Spear;Spear;43.4;84;0;36.4;0;198;0;0;122;0
;Great Scythe;Reaper;28;84;0;0;0;210;0;0;0;0
;Heavy Great Scythe;Reaper;92.4;0;0;0;0;194.25;0;0;0;0
;Sharp Great Scythe;Reaper;14.3;113.4;0;0;0;194.25;0;0;0;0
;Refined Great Scythe;Reaper;80;80;0;0;0;189;0;0;0;0
;Simple Great Scythe;Reaper;26;78;112;0;0;105;120.75;0;0;0
;Crystal Great Scythe;Reaper;20;60;132;0;0;99.75;136.5;0;0;0
;Fire Great Scythe;Reaper;0;0;0;0;0;173.25;0;173.25;0;0
;Chaos Great Scythe;Reaper;24;72;88;88;0;105;0;136.5;0;0
;Lightning Great Scythe;Reaper;20;60;0;132;0;99.75;0;0;136.5;0
;Deep Great Scythe;Reaper;0;0;0;0;0;173.25;0;0;0;173.25
;Dark Great Scythe;Reaper;24;72;88;88;0;105;0;0;0;136.5
;Poison Great Scythe;Reaper;28;84;0;0;0;162.75;0;0;0;0
;Blood Great Scythe;Reaper;28;84;0;0;0;162.75;0;0;0;0
;Raw Great Scythe;Reaper;0;0;0;0;0;262.5;0;0;0;0
;Blessed Great Scythe;Reaper;22;66;0;104;0;136.5;0;0;0;0
;Hollow Great Scythe;Reaper;28;84;0;0;37.5;199.5;0;0;0;0
;Lucerne;Halberd;49;57.4;0;0;0;252;0;0;0;0
;Heavy Lucerne;Halberd;86.1;0;0;0;0;233.1;0;0;0;0
;Sharp Lucerne;Halberd;24.2;75.6;0;0;0;233.1;0;0;0;0
;Refined Lucerne;Halberd;76.8;76.8;0;0;0;226.8;0;0;0;0
;Simple Lucerne;Halberd;45.5;53.3;106.4;0;0;121;139.15;0;0;0
;Crystal Lucerne;Halberd;35;41;125.4;0;0;114.95;157.3;0;0;0
;Fire Lucerne;Halberd;0;0;0;0;0;199.65;0;199.65;0;0
;Chaos Lucerne;Halberd;42;49.2;83.6;83.6;0;121;0;157.3;0;0
;Lightning Lucerne;Halberd;35;41;0;125.4;0;114.95;0;0;157.3;0
;Deep Lucerne;Halberd;0;0;0;0;0;199.65;0;0;0;199.65
;Dark Lucerne;Halberd;42;49.2;83.6;83.6;0;121;0;0;0;157.3
;Poison Lucerne;Halberd;49;57.4;0;0;0;195.3;0;0;0;0
;Blood Lucerne;Halberd;49;57.4;0;0;0;195.3;0;0;0;0
;Raw Lucerne;Halberd;0;0;0;0;0;315;0;0;0;0
;Blessed Lucerne;Halberd;38.5;45.1;0;98.8;0;157.3;0;0;0;0
;Hollow Lucerne;Halberd;49;57.4;0;0;31.5;239.4;0;0;0;0
;Glaive;Halberd;57.4;21;0;0;0;282;0;0;0;0
;Heavy Glaive;Halberd;86.1;0;0;0;0;260.85;0;0;0;0
;Sharp Glaive;Halberd;28.6;72;0;0;0;260.85;0;0;0;0
;Refined Glaive;Halberd;68.4;68.4;0;0;0;246.75;0;0;0;0
;Simple Glaive;Halberd;53.3;19.5;78.4;0;0;126;144.9;0;0;0
;Crystal Glaive;Halberd;41;15;92.4;0;0;119.7;163.8;0;0;0
;Fire Glaive;Halberd;0;0;0;0;0;207.9;0;207.9;0;0
;Chaos Glaive;Halberd;49.2;18;61.6;61.6;0;126;0;163.8;0;0
;Lightning Glaive;Halberd;41;15;0;92.4;0;119.7;0;0;163.8;0
;Deep Glaive;Halberd;0;0;0;0;0;207.9;0;0;0;207.9
;Dark Glaive;Halberd;49.2;18;61.6;61.6;0;126;0;0;0;163.8
;Poison Glaive;Halberd;57.4;21;0;0;0;218.55;0;0;0;0
;Blood Glaive;Halberd;57.4;21;0;0;0;218.55;0;0;0;0
;Raw Glaive;Halberd;0;0;0;0;0;352.5;0;0;0;0
;Blessed Glaive;Halberd;45.1;16.5;0;72.8;0;163.8;0;0;0;0
;Hollow Glaive;Halberd;57.4;21;0;0;21;267.9;0;0;0;0
;Halberd;Halberd;42;70;0;0;0;250;0;0;0;0
;Heavy Halberd;Halberd;92.4;0;0;0;0;231.25;0;0;0;0
;Sharp Halberd;Halberd;20.9;94.5;0;0;0;231.25;0;0;0;0
;Refined Halberd;Halberd;80;80;0;0;0;225;0;0;0;0
;Simple Halberd;Halberd;39;65;112;0;0;120;138;0;0;0
;Crystal Halberd;Halberd;30;50;132;0;0;114;156;0;0;0
;Fire Halberd;Halberd;0;0;0;0;0;198;0;198;0;0
;Chaos Halberd;Halberd;36;60;88;88;0;120;0;156;0;0
;Lightning Halberd;Halberd;30;50;0;132;0;114;0;0;156;0
;Deep Halberd;Halberd;0;0;0;0;0;198;0;0;0;198
;Dark Halberd;Halberd;36;60;88;88;0;120;0;0;0;156
;Poison Halberd;Halberd;42;70;0;0;0;193.75;0;0;0;0
;Blood Halberd;Halberd;42;70;0;0;0;193.75;0;0;0;0
;Raw Halberd;Halberd;0;0;0;0;0;312.5;0;0;0;0
;Blessed Halberd;Halberd;33;55;0;104;0;156;0;0;0;0
;Hollow Halberd;Halberd;42;70;0;0;34.5;237.5;0;0;0;0
;Black Knight Greataxe;Greataxe;71.4;42;0;0;0;350;0;0;0;0
;Pontiff Knight Great Scythe;Reaper;15.4;159.6;0;0;0;174;0;0;0;0
;Great Corvian Scythe;Reaper;56;92.4;0;0;0;194;0;0;0;0
;Heavy Great Corvian Scythe;Reaper;121.8;0;0;0;0;179.45;0;0;0;0
;Sharp Great Corvian Scythe;Reaper;28.6;123.9;0;0;0;179.45;0;0;0;0
;Refined Great Corvian Scythe;Reaper;100.8;100.8;0;0;0;174.6;0;0;0;0
;Simple Great Corvian Scythe;Reaper;52;85.8;148.4;0;0;97;111.55;0;0;0
;Crystal Great Corvian Scythe;Reaper;40;66;174.9;0;0;92.15;126.1;0;0;0
;Fire Great Corvian Scythe;Reaper;0;0;0;0;0;160.05;0;160.05;0;0
;Chaos Great Corvian Scythe;Reaper;48;79.2;116.6;116.6;0;97;0;126.1;0;0
;Lightning Great Corvian Scythe;Reaper;40;66;0;174.9;0;92.15;0;0;126.1;0
;Deep Great Corvian Scythe;Reaper;0;0;0;0;0;160.05;0;0;0;160.05
;Dark Great Corvian Scythe;Reaper;48;79.2;116.6;116.6;0;97;0;0;0;126.1
;Poison Great Corvian Scythe;Reaper;56;92.4;0;0;0;150.35;0;0;0;0
;Blood Great Corvian Scythe;Reaper;56;92.4;0;0;0;150.35;0;0;0;0
;Raw Great Corvian Scythe;Reaper;0;0;0;0;0;242.5;0;0;0;0
;Blessed Great Corvian Scythe;Reaper;44;72.6;0;137.8;0;126.1;0;0;0;0
;Hollow Great Corvian Scythe;Reaper;56;92.4;0;0;45;184.3;0;0;0;0
;Winged Knight Halberd;Halberd;57.4;21;0;0;0;290;0;0;0;0
;Heavy Winged Knight Halberd;Halberd;86.1;0;0;0;0;268.25;0;0;0;0
;Sharp Winged Knight Halberd;Halberd;17.6;96;0;0;0;268.25;0;0;0;0
;Refined Winged Knight Halberd;Halberd;77.4;77.4;0;0;0;253.75;0;0;0;0
;Simple Winged Knight Halberd;Halberd;53.3;19.5;78.4;0;0;130;149.5;0;0;0
;Crystal Winged Knight Halberd;Halberd;41;15;92.4;0;0;123.5;169;0;0;0
;Fire Winged Knight Halberd;Halberd;0;0;0;0;0;214.5;0;214.5;0;0
;Chaos Winged Knight Halberd;Halberd;49.2;18;61.6;61.6;0;130;0;169;0;0
;Lightning Winged Knight Halberd;Halberd;41;15;0;92.4;0;123.5;0;0;169;0
;Deep Winged Knight Halberd;Halberd;0;0;0;0;0;214.5;0;0;0;214.5
;Dark Winged Knight Halberd;Halberd;49.2;18;61.6;61.6;0;130;0;0;0;169
;Poison Winged Knight Halberd;Halberd;57.4;21;0;0;0;224.75;0;0;0;0
;Blood Winged Knight Halberd;Halberd;57.4;21;0;0;0;224.75;0;0;0;0
;Raw Winged Knight Halberd;Halberd;0;0;0;0;0;362.5;0;0;0;0
;Blessed Winged Knight Halberd;Halberd;45.1;16.5;0;72.8;0;169;0;0;0;0
;Hollow Winged Knight Halberd;Halberd;57.4;21;0;0;21;275.5;0;0;0;0
;Gundyr's Halberd;Halberd;93.8;14;0;0;0;264;0;0;0;0
;Red Hilted Halberd;Halberd;49;56;0;0;0;260;0;0;0;0
;Heavy Red Hilted Halberd;Halberd;86.1;0;0;0;0;240.5;0;0;0;0
;Sharp Red Hilted Halberd;Halberd;24.2;75.6;0;0;0;240.5;0;0;0;0
;Refined Red Hilted Halberd;Halberd;75.2;75.2;0;0;0;234;0;0;0;0
;Simple Red Hilted Halberd;Halberd;45.5;52;105;0;0;125;143.75;0;0;0
;Crystal Red Hilted Halberd;Halberd;35;40;123.75;0;0;118.75;162.5;0;0;0
;Fire Red Hilted Halberd;Halberd;0;0;0;0;0;206.25;0;206.25;0;0
;Chaos Red Hilted Halberd;Halberd;42;48;82.5;82.5;0;125;0;162.5;0;0
;Lightning Red Hilted Halberd;Halberd;35;40;0;123.75;0;118.75;0;0;162.5;0
;Deep Red Hilted Halberd;Halberd;0;0;0;0;0;206.25;0;0;0;206.25
;Dark Red Hilted Halberd;Halberd;42;48;82.5;82.5;0;125;0;0;0;162.5
;Poison Red Hilted Halberd;Halberd;49;56;0;0;0;201.5;0;0;0;0
;Blood Red Hilted Halberd;Halberd;49;56;0;0;0;201.5;0;0;0;0
;Raw Red Hilted Halberd;Halberd;0;0;0;0;0;325;0;0;0;0
;Blessed Red Hilted Halberd;Halberd;38.5;44;0;97.5;0;162.5;0;0;0;0
;Hollow Red Hilted Halberd;Halberd;49;56;0;0;31.5;247;0;0;0;0
;Black Knight Glaive;Halberd;50.4;56;0;0;0;278;0;0;0;0
;Immolation Tinder;Halberd;50.4;56;134.4;0;0;206;0;132;0;0
;Claw;Claw;22.4;77;0;0;0;150;0;0;0;0
;Heavy Claw;Claw;96.6;0;0;0;0;138.75;0;0;0;0
;Sharp Claw;Claw;8.8;115.5;0;0;0;138.75;0;0;0;0
;Refined Claw;Claw;80;80;0;0;0;135;0;0;0;0
;Simple Claw;Claw;20.8;71.5;99.4;0;0;75;86.25;0;0;0
;Crystal Claw;Claw;16;55;117.15;0;0;71.25;97.5;0;0;0
;Fire Claw;Claw;0;0;0;0;0;123.75;0;123.75;0;0
;Chaos Claw;Claw;19.2;66;78.1;78.1;0;75;0;97.5;0;0
;Lightning Claw;Claw;16;55;0;117.15;0;71.25;0;0;97.5;0
;Deep Claw;Claw;0;0;0;0;0;123.75;0;0;0;123.75
;Dark Claw;Claw;19.2;66;78.1;78.1;0;75;0;0;0;97.5
;Poison Claw;Claw;22.4;77;0;0;0;116.25;0;0;0;0
;Blood Claw;Claw;22.4;77;0;0;0;116.25;0;0;0;0
;Raw Claw;Claw;0;0;0;0;0;187.5;0;0;0;0
;Blessed Claw;Claw;17.6;60.5;0;92.3;0;97.5;0;0;0;0
;Hollow Claw;Claw;22.4;77;0;0;34.5;142.5;0;0;0;0
;Caestus;Fist;56;56;0;0;0;160;0;0;0;0
;Heavy Caestus;Fist;105;0;0;0;0;148;0;0;0;0
;Sharp Caestus;Fist;13.2;96;0;0;0;148;0;0;0;0
;Refined Caestus;Fist;80;80;0;0;0;144;0;0;0;0
;Simple Caestus;Fist;52;52;112;0;0;80;92;0;0;0
;Crystal Caestus;Fist;40;40;132;0;0;76;104;0;0;0
;Fire Caestus;Fist;0;0;0;0;0;132;0;132;0;0
;Chaos Caestus;Fist;48;48;88;88;0;80;0;104;0;0
;Lightning Caestus;Fist;40;40;0;132;0;76;0;0;104;0
;Deep Caestus;Fist;0;0;0;0;0;132;0;0;0;132
;Dark Caestus;Fist;48;48;88;88;0;80;0;0;0;104
;Poison Caestus;Fist;56;56;0;0;0;124;0;0;0;0
;Blood Caestus;Fist;56;56;0;0;0;124;0;0;0;0
;Raw Caestus;Fist;0;0;0;0;0;200;0;0;0;0
;Blessed Caestus;Fist;44;44;0;104;0;104;0;0;0;0
;Hollow Caestus;Fist;56;56;0;0;33;152;0;0;0;0
;Manikin Claws;Claw;19.6;81.2;0;0;0;158;0;0;0;0
;Heavy Manikin Claws;Claw;96.6;0;0;0;0;146.15;0;0;0;0
;Sharp Manikin Claws;Claw;7.7;121.8;0;0;0;146.15;0;0;0;0
;Refined Manikin Claws;Claw;81.6;81.6;0;0;0;142.2;0;0;0;0
;Simple Manikin Claws;Claw;18.2;75.4;100.8;0;0;79;90.85;0;0;0
;Crystal Manikin Claws;Claw;14;58;118.8;0;0;75.05;102.7;0;0;0
;Fire Manikin Claws;Claw;0;0;0;0;0;130.35;0;130.35;0;0
;Chaos Manikin Claws;Claw;16.8;69.6;79.2;79.2;0;79;0;102.7;0;0
;Lightning Manikin Claws;Claw;14;58;0;118.8;0;75.05;0;0;102.7;0
;Deep Manikin Claws;Claw;0;0;0;0;0;130.35;0;0;0;130.35
